ID,Title,Address,Latitude,Longitude,City,State,Country,"Postal Code",Message,Categories
70,"PETROGALLI SNC","Via Venezia, 16 - Clusone, Province of Bergamo, Italy",45.8857201,9.954929200000038,Clusone,Lombardia,Italy,24023,"<p>PETROGALLI SNC</p>\n<p>Viale Venezia 16 – 24023 Clusone (BG) </p>\n<p>Telefono: 034.622779 </p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:info@petrogallimoto.it"">info@petrogallimoto.it</a></p>\n",Lombardia
71,"ROMEI ROMEO","Viale Enzo Bagnoli, Castelnovo ne' Monti, Province of Reggio Emilia, Italy",44.4313922,10.396249000000012,"Castelnovo Ne' Monti",Emilia-Romagna,Italy,42035,"<p>ROMEI  ROMEO</p>\n<p>V.le Enzo Bagnoli 93 A – 42035 Castelnovo Ne' Monti (RE)</p>\n<p>Telefono: 0522.612046 </p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:info@romeimoto.com"">info@romeimoto.com</a></p>\n","Emilia Romagna"
72,MOTOSPEED,"Motospeed Concessionario vendita moto e accessori, Via Andrea Sansovino, Ravenna, Province of Ravenna, Italy",44.3985287,12.18353030000003,Ravenna,Emilia-Romagna,Italy,48124,"<p> MOTOSPEED </p>\n<p>Via A.sansovino 27 – 48124 Ravenna (RA)</p>\n<p>Telefono: 0544.202654 </p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:info@moto-speed.com"">info@moto-speed.com</a></p>\n","Emilia Romagna"
73,"LUNARDI RACING","Lunardi Racing, Vedelago, Province of Treviso, Italy",45.68546099999999,11.99598739999999,Vedelago,Veneto,Italy,31050,"<p> LUNARDI RACING </p>\n<p>Via Vicenza 30 Int. 1 - 31050 Vedelago (TV)</p>\n<p>Telefono: 0423.700079 </p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:lunardiracing@libero.it"">lunardiracing@libero.it</a></p>\n",Veneto
74,"MANZAROLI MOTO SRL","Via Prato delle Valli 3 Acquaviva San Marino",43.94584800000001,12.429381000000035,Acquaviva,,"San Marino",47892,"<p> MANZAROLI MOTO SRL </p>\n<p>Via Prato Delle Valli 3 -  47892 Rep. San Marino</p>\n<p>Telefono: 0549.911039 </p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:mmarino@omniway.sm"">mmarino@omniway.sm</a></p>\n","San Marino"
75,"MOTO IN VETRINA  NOBILE BIKER","Via Novara, 302 - 28021 Borgomanero, Province of Novara, Italy",45.6818271,8.480173199999967,Borgomanero,Piemonte,Italy,28021,"<p> MOTO IN VETRINA  NOBILE BIKER </p>\n<p>Via Novara 302 - 2801 Borgomanero (NO)</p>\n<p>Telefono: 0322.836195 </p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:borgomanero@motoinvetrina.it"">borgomanero@motoinvetrina.it</a></p>\n",Piemonte
76,"OVERDRIVE MOTOR","Viale Odorico da Pordenone, 5 - Catania, Province of Catania, Italy",37.52770900000001,15.08879300000001,Catania,Sicilia,Italy,95128,"<p> OVERDRIVE MOTOR </p>\n<p>Viale Odorico da Pordenone 5 - 95128 Catania (CA)</p>\n<p>Telefono: </p>\n<p>Fax: </p>\n<p>Mobile:  340.6886235</p>\n<p>Mail: <a href=""mailto:overdrivemotor@gmail.com"">overdrivemotor@gmail.com</a></p>\n",Sicilia
77,"MOTOPIÙ SNC","Via Benvenuto Cellini, 3 - Pistoia, Province of Pistoia, Italy",43.9285838,10.92593069999998,Pistoia,Toscana,Italy,51100,"<p> MOTOPIÙ SNC </p>\n<p>Via Benvenuto Cellini 3 - 51100 Pistoia</p>\n<p>Telefono: 0573.935312 </p>\n<p>Fax: </p>\n<p>Mobile: </p>\n<p>Mail: <a href=""mailto:moto_r@libero.it"">moto_r@libero.it</a></p>\n",Toscana
78,"GRION RACING","Via Lessi, 42 - Gemona, Gemona del Friuli Province of Udine, Italy",46.2509787,13.117500199999995,"Gemona del Friuli","Friuli-Venezia Giulia",Italy,33013,"<p>GRION RACING</p>\n<p>Via Lessi 42 - 33013 Gemona Del Friuli (UD)</p>\n<p>Telefono: 0432.783398</p>\n<p>Fax:	0432.794080</p>\n<p>Mobile: 347.5633264</p>\n<p>Mail: <a href=""mailto:grion.racing@alice.it"">grion.racing@alice.it</a></p>\n<p>Riferimento: Stefano Grion</p>","Friuli Venezia Giuila"
79,"ALBATROS SRL","Viale S. Giovanni del Tempio, 22 - 33077 Sacile, Province of Pordenone, Italy",45.962622,12.521217999999976,Sacile,"Friuli-Venezia Giulia",Italy,33077,"<p>ALBATROS SRL</p>\n<p>Viale S. Giovanni del Tempio 22b - 33077 Sacile (PN)</p>\n<p>Telefono: 0434.781315</p>\n<p>Fax: </p>\n<p>Mobile: </p>\n<p>Mail: <a href=""mailto:albatros.moto@tiscali.it"">albatros.moto@tiscali.it</a></p>\n<p>Riferimento: Andrea Cescon </p>","Friuli Venezia Giuila"
80,"GORINI MOTOR TIME","Via Dabusti, 5A, Casteggio, Province of Pavia, Italy",45.01533999999999,9.129899900000055,Casteggio,Lombardia,Italy,27045,"<p>GORINI MOTOR TIME - ( Solo 50cc )</p>\n<p>Via Dabusti 5A - 27045 Casteggio (PV)</p>\n<p>Telefono: 0383.82527</p>\n<p>Fax: </p>\n<p>Mobile: 335.5846075</p>\n<p>Mail: <a href=""mailto:gorinimotortime@tiscali.it"">gorinimotortime@tiscali.it</a></p>\n<p>Riferimento: Mauro Gorini</p>",Lombardia
81,"SEVEN SCOOTER SRLS","Via Giacomo Matteotti, 34 - Pieve A Nievole, Province of Pistoia, Italy",43.87920159999999,10.795520799999963,"Pieve a Nievole",Toscana,Italy,51018,"<p>SEVEN SCOOTER SRLS - ( Solo 50cc )</p>\n<p>Via Giacomo Matteotti 34 - 51018 Pieve A Nievole (PT)</p>\n<p>Telefono: 0572.030368</p>\n<p>Fax: </p>\n<p>Mobile: 327.4542498</p>\n<p>Mail: <a href=""mailto:sevenscooter7@gmail.com"">sevenscooter7@gmail.com</a></p>",Toscana
82,"SOLDÀ MOTO","Soldà Moto di Soldà Alessio, Via Fogazzaro, Cornedo Vicentino, Province of Vicenza, Italy",45.61897999999999,11.321145999999999,"Cornedo vicentino",Veneto,Italy,36073,"<p>SOLDÀ MOTO - ( Solo 50cc )</p>\n<p>Via Fogazzaro 29 - 36073 Cornedo Vicentino (VI)</p>\n<p>Telefono: 0445.952321</p>\n<p>Fax: </p>\n<p>Mobile: </p>\n<p>Mail: <a href=""mailto:info@soldamoto.com"">info@soldamoto.com</a></p>\n<p>Riferimento: Alessio Soldà</p>",Veneto
83,"DORODE SNC","Via Bacchieghe, 18 - 31044 Montebelluna, TV, Italy",45.77701820000001,12.06764320000002,Montebelluna,Veneto,Italy,31044,"<p>DORODE SNC</p>\n<p>Via Bacchieghe 18 - 31044 Montebelluna (TV)</p>\n<p>Telefono: 335.7597420</p>\n<p>Fax: </p>\n<p>Mobile: </p>\n<p>Mail: <a href=""mailto:dorodesnc@gmail.com"">dorodesnc@gmail.com</a></p>\n<p>Riferimento: Daniele Vendramini</p>",Veneto
84,"DE NEGRI MOTO SRL","De Negri Moto, Via Feltrina, Pederobba, Province of Treviso, Italy",45.8653091,11.97917689999997,Pederobba,Veneto,Italy,31040,"<p>DE NEGRI MOTO SRL - ( Solo 50cc )</p>\n<p>Via Feltrina 7 - 31040 Onigo Di Pederobba (TV)</p>\n<p>Telefono: 0423.688737 </p>\n<p>Fax: </p>\n<p>Mobile: </p>\n<p>Mail: <a href=""mailto:info@denegrimoto.com"">info@denegrimoto.com</a></p>",Veneto
85,"FINOTTO RACE","Via Carrer, 27 - Porto Viro, Province of Rovigo, Italy",45.0193929,12.229573999999957,"Porto Viro",Veneto,Italy,45014,"<p>FINOTTO RACE - ( Solo 50cc )</p>\n<p>Via Carrer 27 - 45014 Porto Viro (RO)</p>\n<p>Telefono: 0426.321391</p>\n<p>Fax: </p>\n<p>Mobile: </p>\n<p>Mail: <a href=""mailto:info@finottorace.com"">info@finottorace.com</a></p>",Veneto
86,"NONSOLOMOTO SNC","Via Feltre, 82d, Sedico, Province of Belluno, Italy",46.1041309,12.093178299999977,Sedico,Veneto,Italy,32036,"<p>NONSOLOMOTO SNC - ( Solo 50cc )</p>\n<p>Via Feltre, 82d - 84060 Sedico (BL)</p>\n<p>Telefono: 0437.838510</p>\n<p>Fax: 0437.852652 </p>\n<p>Mobile: </p>\n<p>Mail: <a href=""mailto:cinzia.nonsolomotosnc@gmail.com"">cinzia.nonsolomotosnc@gmail.com</a></p>",Veneto
87,"BRUNELLI MOTO","Via Labiena, 161 - Laveno-Mombello, VA, Italy",45.90856,8.622589999999946,Laveno-Mombello,Lombardia,Italy,21014,"<p>BRUNELLI MOTO - ( Solo 50cc ) </p>\n<p>Via Labiana 161 - 21014 Laveno-Mombello (VA)</p>\n<p>Telefono: 0332.667320</p>\n<p>Fax:</p>\n<p>Mobile:</p>\n<p>Mail: <a href=""mailto:brunellimoto@libero.it"">brunellimoto@libero.it</a></p>\n",Lombardia
88,"MOTOR SHOP","Via San Ferdinando, Teramo, Province of Teramo, Italy",42.6608372,13.713047500000016,Teramo,Abruzzo,Italy,64100,"<p>MOTOR SHOP</p>\n<p>Via San Ferdinando SNC - 64100 Teramo (TE)</p>\n<p>Telefono: 0861.220540</p>\n<p>Fax:</p>\n<p>Mobile:</p>\n<p>Mail: <a href=""mailto:motorshopteramo@gmail.com"">motorshopteramo@gmail.com</a></p>\n",Abruzzo
89,"AMODEO MOTO SNC","Via Novara, 28 - 21047 Saronno, VA, Italy",45.6233109,9.02079290000006,Saronno,Lombardia,Italy,21047,"<p>AMODEO MOTO SNC</p>\n<p>Via Novara 28 - 21047 Saronno (VA)</p>\n<p>Telefono: 02.9602925</p>\n<p>Fax:</p>\n<p>Mobile:</p>\n<p>Mail: <a href=""mailto:amodeomoto@libero.it"">amodeomoto@libero.it</a></p>\n",Lombardia
90,"CORNIA OFF ROAD TEAM","Via Coscogno, 146 - Bottega, Pavullo nel Frignano Province of Modena, Italy",44.3918246,10.86556829999995,"Pavullo nel Frignano",Emilia-Romagna,Italy,41026,"<p>CORNIA OFF ROAD TEAM</p>\n<p>Via Coscogno 146 - 41026 Pavullo Nel Frignano (MO)</p>\n<p>Telefono: 05.3654041</p>\n<p>Fax:</p>\n<p>Mobile: 331.3274066</p>\n<p>Mail: <a href=""mailto:info@corniamoto.com"">info@corniamoto.com</a></p>\n<p>Riferimento: Cornia Giuliano</p>","Emilia Romagna"
91,"MOTOR SPORTS RACING FACTORY SRLS","Viale del Cassero, 16 - Terni, Province of Terni, Italy",42.5566233,12.643244399999958,Terni,Umbria,Italy,05100,"<p>MOTOR SPORTS RACING FACTORY SRLS</p>\n<p>Viale del Cassero 16 - 05100 Terni (TR)</p>\n<p>Telefono: 0744.448562 </p>\n<p>Fax:</p>\n<p>Mobile: 393.9371204 </p>\n<p>Mail: <a href=""mailto:msrterni@gmail.com"">msrterni@gmail.com</a></p>\n",Umbria
92,"PATTERA GUIDO SNC","Via Goffredo Mameli, 23 - Germignaga, VA, Italy",45.99521319999999,8.72600060000002,Germignaga,Lombardia,Italy,21010,"<p>PATTERA GUIDO SNC</p>\n<p>Via Mameli 23 - 21010 Germignaga (VA)</p>\n<p>Telefono: 0332.531559 </p>\n<p>Fax:</p>\n<p>Mobile:</p>\n<p>Mail: <a href=""mailto:patteramoto@libero.it"">patteramoto@libero.it</a></p>\n<p>Riferimento: Guido Pattera</p>",Lombardia
